0.186,0
0.697,1
1.184,2
1.672,0
2.159,1
2.647,2
3.111,0
3.599,1
4.087,2
4.574,0
5.062,1
5.55,2
6.037,2
6.502,1
6.989,2
7.477,0
7.941,1
8.429,2
8.916,0
9.404,2
9.892,1
10.379,0
10.867,1
11.331,1
11.819,0
12.307,1
12.794,2
13.189,1
13.607,1
14.025,2
14.489,0
14.977,1
15.441,2
15.952,2
16.417,1
16.904,2
17.415,0
17.903,1
18.39,2
18.878,0
19.365,1
19.853,2
20.341,0
20.828,1
21.316,2
21.804,0
22.268,1
22.756,2
23.22,1
23.731,1
24.218,2
24.706,0
25.194,1
25.658,2
26.146,0
26.633,1
27.098,2
27.585,2
28.073,1
28.561,2
29.048,0
29.536,1
30,2
30.488,0
30.975,1
31.463,2
31.951,0
32.438,1
32.926,2
33.414,0
33.878,1
34.366,2
34.83,0
35.318,1
35.805,2
36.293,0
36.757,1
37.245,2
37.709,0
38.197,1
38.684,2
39.172,0
39.636,1
40.124,2
40.588,0
41.076,2
41.54,1
42.028,0
42.148,1
42.493,1
42.957,0
43.445,2
43.565,0
43.909,0
44.397,2
44.861,1
44.981,2
45.349,2
45.813,1
46.277,0
46.397,1
46.765,1
47.229,0
47.717,2
47.837,0
48.181,0
48.669,2
49.133,1
49.253,2
49.621,2
50.085,1
50.573,0
50.693,1
51.037,1
51.502,0
51.989,2
52.109,0
52.454,0
52.918,2
53.406,1
53.526,2
53.87,2
54.335,1
54.799,0
54.919,1
55.263,1
55.728,0
56.216,2
56.336,0
56.68,0
57.144,2
57.609,1
57.729,2
58.073,2
58.538,1
59.002,0
59.122,1
59.466,1
59.931,0
60.395,2
60.515,0
60.86,0
61.324,2
61.788,1
61.908,2
62.253,2
62.717,1
63.181,0
63.301,1
63.646,1
64.11,0
64.575,2
64.695,0
65.062,0
65.55,2
66.014,1
66.134,2
66.502,2
66.966,1
67.431,0
67.551,1
67.918,1
68.406,0
68.894,2
69.014,0
69.381,0
69.846,2
70.333,1
70.453,2
70.798,2
71.262,1
71.726,0
71.846,1
72.191,1
72.655,0
73.143,2
73.263,0
73.607,0
74.072,2
74.536,1
74.656,2
75,2
75.465,1
75.952,0
76.072,1
76.417,1
76.881,0
77.346,2
77.466,0
77.81,0
78.274,2
78.739,1
78.859,2
79.203,2
79.668,1
80.132,0
80.252,1
80.596,1
81.061,0
81.525,2
81.645,0
81.99,0
82.454,2
82.918,1
83.038,2
83.383,2
83.847,1
84.312,0
84.432,1
84.776,1
85.24,0
85.682,2
85.802,0
86.146,0
86.61,2
87.075,1
87.195,2
87.539,2
88.004,1
88.468,0
88.588,1
88.932,1
89.397,0
89.838,2
89.958,0
90.302,0
90.767,2
91.231,1
91.351,2
91.696,2
92.16,1
92.624,0
92.744,1
93.089,1
93.53,0
93.994,2
94.114,0
94.459,0
94.923,2
95.388,1
95.508,2
95.852,2
96.316,1
96.781,0
96.901,1
97.222,1
97.686,0
98.151,2
98.271,0
98.615,0
99.08,2
99.521,1
99.641,2
99.985,2
100.45,1
100.914,0
101.034,1
101.402,1
101.866,0
102.33,2
102.45,0
102.818,0
103.306,2
103.77,1
103.89,2
104.234,2
104.699,1
105.163,0
105.283,1
105.628,1
106.092,0
106.58,2
106.7,0
107.067,0
107.532,2
108.019,1
108.139,2
108.484,2
108.948,1
109.412,0
109.532,1
109.877,1
110.364,0
110.852,2
110.972,0
111.34,0
111.827,2
112.315,1
112.435,2
112.779,2
113.267,1
113.755,0
113.875,1
114.242,1
114.707,0
115.171,2
115.291,0
115.659,0
116.123,2
116.611,1
116.731,2
117.075,2
117.539,1
117.957,0
118.077,1
118.375,1
118.793,0
119.281,2
119.401,0
119.769,0
120.256,2
120.744,1
120.864,2
121.231,2
121.719,1
122.207,0
122.327,1
122.694,1
123.182,0
123.646,2
123.766,0
124.134,0
124.621,2
125.109,1
125.229,2
125.574,2
126.061,1
126.526,0
126.646,1
127.013,1
127.478,0
127.965,2
128.085,0
128.43,0
128.917,2
129.382,1
129.502,2
129.846,2
130.334,1
130.798,0
130.918,1
131.262,1
131.727,0
132.191,2
132.311,0
132.656,0
133.12,2
133.584,1
133.704,2
134.049,2
134.513,1
134.978,0
135.098,1
135.442,1
135.906,0
136.371,2
136.491,0
136.835,0
137.3,2
137.764,1
137.884,1
138.228,2
138.693,1
139.157,0
139.277,1
139.622,0
140.086,0
140.55,2
140.67,1
141.015,0
141.479,2
141.944,1
142.044,2
142.385,1
142.485,0
142.849,0
142.949,2
143.314,2
143.414,2
143.778,1
143.878,0
144.242,0
144.342,2
144.707,2
144.807,0
145.171,1
145.271,0
145.636,0
145.736,1
146.1,2
146.2,1
146.564,1
146.664,0
147.029,1
147.129,2
147.609,2
147.709,0
148.167,1
148.267,0
148.631,0
148.731,1
149.095,2
149.195,2
149.56,1
149.66,0
150.024,0
150.124,1
150.489,2
150.589,1
150.93,1
151.03,0
151.394,1
151.494,2
151.859,2
151.959,0
152.323,1
152.423,0
152.787,0
152.887,2
153.252,1
153.352,1
153.716,2
153.816,0
154.18,0
154.28,1
154.645,2
154.745,0
155.086,1
155.186,0
155.55,0
155.65,1
156.015,2
156.115,1
156.479,2
156.579,0
156.944,0
157.044,2
157.408,1
157.508,1
157.872,1
157.972,2
158.337,0
158.437,0
158.778,2
158.878,2
159.242,1
159.342,1
159.707,0
159.807,2
160.171,2
160.271,1
160.636,1
160.736,2
161.1,0
161.2,0
161.564,2
161.664,2
162.006,1
162.106,1
162.47,0
162.57,1
162.934,2
163.034,1
163.399,1
163.499,2
163.84,0
163.94,0
164.304,2
164.404,2
164.769,1
164.869,0
165.256,0
165.356,1
165.721,2
165.821,1
166.208,1
166.308,0
166.673,0
166.773,2
167.137,1
167.237,1
167.602,2
167.702,0
168.066,0
168.166,2
168.53,2
168.63,0
168.995,1
169.095,0
169.459,0
169.559,2
169.924,0
170.024,1
170.388,1
170.488,2
170.852,0
170.952,1
171.317,2
171.417,2
171.781,1
171.881,0
172.246,0
172.346,1
172.71,2
172.81,1
173.174,2
173.274,0
173.616,0
173.716,1
174.08,2
174.18,0
174.544,0
174.644,1
175.009,0
175.109,1
175.45,2
175.55,2
175.914,1
176.014,2
176.379,0
176.479,0
176.843,2
176.943,2
177.284,1
177.384,0
177.772,1
177.872,0
178.213,2
178.313,2
178.678,1
178.778,0
179.142,0
179.242,2
179.606,2
179.706,1
180.048,1
180.148,0
