0.586,0
1.269,1
1.610,2
1.951,1
2.634,0
2.975,2
3.317,1
3.999,2
4.341,0
4.682,1
5.365,2
5.706,1
6.047,0
6.730,2
7.071,1
7.413,2
8.095,0
8.437,1
8.778,2
9.461,1
9.802,0
10.143,2
10.826,1
11.167,2
11.509,0
12.191,1
12.533,2
12.874,1
13.557,0
13.898,2
14.239,1
14.922,2
15.263,0
15.605,1
16.287,2
16.629,1
16.970,0
17.653,2
17.994,1
18.335,2
19.018,0
19.359,1
19.701,2
20.383,1
20.725,0
21.066,2
21.749,1
22.090,2
22.431,0
23.114,1
23.455,2
23.797,1
24.480,0
24.821,2
25.162,1
25.845,2
26.186,0
26.528,1
27.210,2
27.552,1
27.893,0
28.576,2
28.917,1
29.258,2
29.941,0
30.282,1
30.624,2
31.306,1
31.648,0
31.989,2
32.672,1
33.013,2
33.354,0
34.037,1
34.378,2
34.720,1
35.402,0
35.744,2
36.085,1
36.768,2
37.109,0
37.450,1
38.133,2
38.474,1
38.816,0
39.498,2
39.840,1
40.181,2
40.864,0
41.205,1
41.546,2
42.229,1
42.570,0
42.912,2
43.594,1
43.936,2
44.277,0
44.960,1
45.301,2
45.642,1
46.325,0
46.666,2
47.008,1
47.690,2
48.032,0
48.373,1
49.056,2
49.397,1
49.738,0
50.421,2
50.762,1
51.104,2
51.786,0
52.128,1
52.469,2
53.152,1
53.493,0
53.834,2
54.517,1
54.858,2
55.200,0
55.882,1
56.224,2
56.565,1
57.248,0
57.589,2
57.930,1
58.613,2
58.954,0
59.296,1
59.978,2
60.320,1
60.661,0
61.344,2
61.685,1
62.026,2
62.709,0
63.050,1
63.392,2
64.074,1
64.416,0
64.757,2
65.440,1
65.781,2
66.122,0
66.805,1
67.146,2
67.488,1
68.170,0
68.512,2
68.853,1
69.536,2
69.877,0
70.218,1
70.901,2
71.243,1
71.584,0
72.267,2
72.608,1
72.949,2
73.632,0
73.973,1
74.315,2
74.997,1
75.339,0
75.680,2
76.363,1
76.704,2
77.045,0
77.728,1
78.069,2
78.411,1
79.093,0
79.435,2
79.776,1
80.459,2
80.800,0
81.141,1
81.824,2
82.165,1
82.507,0
83.189,2
83.531,1
83.872,2
84.555,0
84.896,1
85.237,2
85.920,1
86.261,0
86.603,2
87.285,1
87.627,2
87.968,0
88.651,1
88.992,2
89.333,1
90.016,0
90.357,2
90.699,1
91.381,2
91.723,0
92.064,1
92.747,2
93.088,1
93.429,0
94.112,2
94.453,1
94.795,2
95.477,0
95.819,1
96.160,2
96.843,1
97.184,0
97.525,2
98.208,1
98.549,2
98.891,0
99.573,1
99.915,2
100.256,1
100.939,0
101.280,2
101.621,1
102.304,2
102.645,0
102.987,1
103.669,2
104.011,1
104.352,0
105.035,2
105.376,1
105.717,2
106.400,0
106.741,1
107.083,2
107.765,1
108.107,0
108.448,2
109.131,1
109.472,2
109.813,0
110.496,1
110.837,2
111.179,1
111.861,0
112.203,2
112.544,1
113.227,2
113.568,0
113.909,1
114.592,2
114.933,1
115.275,0
115.957,2
116.299,1
116.640,2
117.323,0
117.664,1
118.006,2
118.688,1
119.030,0
119.371,2
120.054,1
120.395,2
120.736,0
121.419,1
121.760,2
122.102,1
122.784,0
123.126,2
123.467,1
124.150,2
124.491,0
124.832,1
125.515,2
125.856,1
126.198,0
126.880,2
127.222,1
127.563,2
128.246,0
128.587,1
128.928,2
129.611,1
129.952,0
130.294,2
130.976,1
131.318,2
131.659,0
132.342,1
132.683,2
133.024,1
133.707,0
134.048,2
134.390,1
135.072,2
135.414,0
135.755,1
136.438,2
136.779,1
137.120,0
137.803,2
138.144,1
138.486,2
139.168,0
139.510,1
139.851,2
140.534,1
140.875,0
141.216,2
141.899,1
142.240,2
142.582,0
143.264,1
143.606,2
143.947,1
144.630,0
144.971,2
145.312,1
145.995,2
146.336,0
146.678,1
147.360,2
147.702,1
148.043,0
148.726,2
149.067,1
149.408,2
150.091,0
150.432,1
150.774,2
151.456,1
151.798,0
152.139,2
152.822,1
153.163,2
153.504,0
154.187,1
154.528,2
154.870,1
155.552,0
155.894,2
156.235,1
156.918,2
157.259,0
157.600,1
158.283,2
158.624,1
158.966,0
159.648,2
159.990,1
160.331,2
161.014,0
161.355,1
161.696,2
162.379,1
162.720,0
163.062,2
163.744,1
164.086,2
164.427,0
165.110,1
165.451,2
165.793,1
166.475,0
166.817,2
167.158,1
167.841,2
168.182,0
168.523,1
169.206,2
169.547,1
169.889,0
170.571,2
170.913,1
171.254,2
171.937,0
172.278,1
172.619,2
173.302,1
173.643,0
173.985,2
174.667,1
175.009,2
175.350,0
176.033,1
176.374,2
176.715,1
177.398,0
177.739,2
178.081,1
178.763,2
179.105,0
179.446,1
180.129,2
180.470,1
180.811,0
181.494,2
181.835,1
182.177,2
182.859,0
183.201,1
183.542,2
184.225,1
184.566,0
184.907,2
185.590,1
185.931,2
186.273,0
186.955,1
187.297,2
187.638,1
188.321,0
188.662,2
189.003,1
189.686,2
190.027,0
190.369,1
191.051,2
191.393,1
191.734,0
192.417,2
192.758,1
193.099,2
193.782,0
194.123,1
194.465,2
